"  DateTime","Temp.[C]"
"2021/4/30 8:59:01","+21.4731"
"2021/4/30 8:59:21","+21.4105"
"2021/4/30 8:59:41","+21.4105"
"2021/4/30 9:00:01","+21.4105"
"2021/4/30 9:00:21","+21.4105"
"2021/4/30 9:00:41","+21.4105"
"2021/4/30 9:01:01","+21.4105"
"2021/4/30 9:01:21","+21.3480"
"2021/4/30 9:01:41","+21.3480"
"2021/4/30 9:02:01","+21.3480"
"2021/4/30 9:02:21","+21.3480"
"2021/4/30 9:02:41","+21.3480"
"2021/4/30 9:03:01","+21.3480"
"2021/4/30 9:03:21","+21.3480"
"2021/4/30 9:03:41","+21.3480"
"2021/4/30 9:04:01","+21.3480"
"2021/4/30 9:04:21","+21.3480"
"2021/4/30 9:04:41","+21.3480"
"2021/4/30 9:05:01","+21.2854"
"2021/4/30 9:05:21","+21.2854"
"2021/4/30 9:05:41","+21.2854"
"2021/4/30 9:06:01","+21.2854"
"2021/4/30 9:06:21","+21.2854"
"2021/4/30 9:06:41","+21.2854"
"2021/4/30 9:07:01","+21.2854"
"2021/4/30 9:07:21","+21.2854"
"2021/4/30 9:07:41","+21.2854"
"2021/4/30 9:08:01","+21.2854"
"2021/4/30 9:08:21","+21.2854"
"2021/4/30 9:08:41","+21.2854"
"2021/4/30 9:09:01","+21.2854"
"2021/4/30 9:09:21","+21.2854"
"2021/4/30 9:09:41","+21.2854"
"2021/4/30 9:10:01","+21.2854"
"2021/4/30 9:10:21","+21.2854"
"2021/4/30 9:10:41","+21.2854"
"2021/4/30 9:11:01","+21.2854"
"2021/4/30 9:11:21","+21.2854"
"2021/4/30 9:11:41","+21.2854"
"2021/4/30 9:12:01","+21.2854"
"2021/4/30 9:12:21","+21.2854"
"2021/4/30 9:12:41","+21.2854"
"2021/4/30 9:13:01","+21.2854"
"2021/4/30 9:13:21","+21.2854"
"2021/4/30 9:13:41","+21.2854"
"2021/4/30 9:14:01","+21.2854"
"2021/4/30 9:14:21","+21.2854"
"2021/4/30 9:14:41","+21.2854"
"2021/4/30 9:15:01","+21.2854"
"2021/4/30 9:15:21","+21.2854"
"2021/4/30 9:15:41","+21.2854"
"2021/4/30 9:16:01","+21.3480"
"2021/4/30 9:16:21","+21.3480"
"2021/4/30 9:16:41","+21.3480"
"2021/4/30 9:17:01","+21.3480"
"2021/4/30 9:17:21","+21.3480"
"2021/4/30 9:17:41","+21.3480"
"2021/4/30 9:18:01","+21.3480"
"2021/4/30 9:18:21","+21.3480"
"2021/4/30 9:18:41","+21.3480"
"2021/4/30 9:19:01","+21.3480"
"2021/4/30 9:19:21","+21.3480"
"2021/4/30 9:19:41","+21.3480"
"2021/4/30 9:20:01","+21.3480"
"2021/4/30 9:20:21","+21.3480"
"2021/4/30 9:20:41","+21.3480"
"2021/4/30 9:21:01","+21.3480"
"2021/4/30 9:21:21","+21.3480"
"2021/4/30 9:21:41","+21.3480"
"2021/4/30 9:22:01","+21.3480"
"2021/4/30 9:22:21","+21.3480"
"2021/4/30 9:22:41","+21.3480"
"2021/4/30 9:23:01","+21.3480"
"2021/4/30 9:23:21","+21.3480"
"2021/4/30 9:23:41","+21.3480"
"2021/4/30 9:24:01","+21.3480"
"2021/4/30 9:24:21","+21.4105"
"2021/4/30 9:24:41","+21.4105"
"2021/4/30 9:25:01","+21.4105"
"2021/4/30 9:25:21","+21.4105"
"2021/4/30 9:25:41","+21.4105"
"2021/4/30 9:26:01","+21.4105"
"2021/4/30 9:26:21","+21.4105"
"2021/4/30 9:26:41","+21.4105"
"2021/4/30 9:27:01","+21.4105"
"2021/4/30 9:27:21","+21.4105"
"2021/4/30 9:27:41","+21.4105"
"2021/4/30 9:28:01","+21.4105"
"2021/4/30 9:28:21","+21.4105"
"2021/4/30 9:28:41","+21.4105"
"2021/4/30 9:29:01","+21.4105"
"2021/4/30 9:29:21","+21.4105"
"2021/4/30 9:29:41","+21.4105"
"2021/4/30 9:30:01","+21.4105"
"2021/4/30 9:30:21","+21.4731"
"2021/4/30 9:30:41","+21.4731"
"2021/4/30 9:31:01","+21.4731"
"2021/4/30 9:31:21","+21.4731"
"2021/4/30 9:31:41","+21.4731"
"2021/4/30 9:32:01","+21.4731"
"2021/4/30 9:32:21","+21.4731"
"2021/4/30 9:32:41","+21.4731"
"2021/4/30 9:33:01","+21.4731"
"2021/4/30 9:33:21","+21.4731"
"2021/4/30 9:33:41","+21.4731"
"2021/4/30 9:34:01","+21.4731"
"2021/4/30 9:34:21","+21.4731"
"2021/4/30 9:34:41","+21.4731"
"2021/4/30 9:35:01","+21.4731"
"2021/4/30 9:35:21","+21.4731"
"2021/4/30 9:35:41","+21.4731"
"2021/4/30 9:36:01","+21.4731"
"2021/4/30 9:36:21","+21.4731"
"2021/4/30 9:36:41","+21.4731"
"2021/4/30 9:37:01","+21.5356"
"2021/4/30 9:37:21","+21.5356"
"2021/4/30 9:37:41","+21.5356"
"2021/4/30 9:38:01","+21.5356"
"2021/4/30 9:38:21","+21.5356"
"2021/4/30 9:38:41","+21.5356"
"2021/4/30 9:39:01","+21.5356"
"2021/4/30 9:39:21","+21.5356"
"2021/4/30 9:39:41","+21.5356"
"2021/4/30 9:40:01","+21.5356"
"2021/4/30 9:40:21","+21.5356"
"2021/4/30 9:40:41","+21.5356"
"2021/4/30 9:41:01","+21.5982"
"2021/4/30 9:41:21","+21.5356"
"2021/4/30 9:41:41","+21.5982"
"2021/4/30 9:42:01","+21.5982"
"2021/4/30 9:42:21","+21.5982"
"2021/4/30 9:42:41","+21.5982"
"2021/4/30 9:43:01","+21.5982"
"2021/4/30 9:43:21","+21.5982"
"2021/4/30 9:43:41","+21.5982"
"2021/4/30 9:44:01","+21.5982"
"2021/4/30 9:44:21","+21.5982"
"2021/4/30 9:44:41","+21.5982"
"2021/4/30 9:45:01","+21.5982"
"2021/4/30 9:45:21","+21.5982"
"2021/4/30 9:45:41","+21.5982"
"2021/4/30 9:46:01","+21.6607"
"2021/4/30 9:46:21","+21.6607"
"2021/4/30 9:46:41","+21.6607"
"2021/4/30 9:47:01","+21.6607"
"2021/4/30 9:47:21","+21.6607"
"2021/4/30 9:47:41","+21.6607"
"2021/4/30 9:48:01","+21.6607"
"2021/4/30 9:48:21","+21.6607"
"2021/4/30 9:48:41","+21.6607"
"2021/4/30 9:49:01","+21.6607"
"2021/4/30 9:49:21","+21.6607"
"2021/4/30 9:49:41","+21.6607"
"2021/4/30 9:50:01","+21.6607"
"2021/4/30 9:50:21","+21.6607"
"2021/4/30 9:50:41","+21.6607"
"2021/4/30 9:51:01","+21.7233"
"2021/4/30 9:51:21","+21.7233"
"2021/4/30 9:51:41","+21.7233"
"2021/4/30 9:52:01","+21.7233"
"2021/4/30 9:52:21","+21.7233"
"2021/4/30 9:52:41","+21.7233"
"2021/4/30 9:53:01","+21.7233"
"2021/4/30 9:53:21","+21.7233"
"2021/4/30 9:53:41","+21.7233"
"2021/4/30 9:54:01","+21.7233"
"2021/4/30 9:54:21","+21.7233"
"2021/4/30 9:54:41","+21.7233"
"2021/4/30 9:55:01","+21.7233"
"2021/4/30 9:55:21","+21.7233"
"2021/4/30 9:55:41","+21.7233"
"2021/4/30 9:56:01","+21.7233"
"2021/4/30 9:56:21","+21.7858"
"2021/4/30 9:56:41","+21.7858"
"2021/4/30 9:57:01","+21.7858"
"2021/4/30 9:57:21","+21.7858"
"2021/4/30 9:57:41","+21.7858"
"2021/4/30 9:58:01","+21.7858"
"2021/4/30 9:58:21","+21.7858"
"2021/4/30 9:58:41","+21.7858"
"2021/4/30 9:59:01","+21.7858"
"2021/4/30 9:59:21","+21.7858"
"2021/4/30 9:59:41","+21.7858"
"2021/4/30 10:00:01","+21.7858"
"2021/4/30 10:00:21","+21.8483"
"2021/4/30 10:00:41","+21.9109"
"2021/4/30 10:01:01","+22.0360"
"2021/4/30 10:01:21","+22.0985"
"2021/4/30 10:01:41","+22.1610"
"2021/4/30 10:02:01","+22.2861"
"2021/4/30 10:02:21","+22.3487"
"2021/4/30 10:02:41","+22.4112"
"2021/4/30 10:03:01","+22.4737"
"2021/4/30 10:03:21","+22.5363"
"2021/4/30 10:03:41","+22.5988"
"2021/4/30 10:04:01","+22.6613"
"2021/4/30 10:04:21","+22.7239"
"2021/4/30 10:04:41","+22.7864"
"2021/4/30 10:05:01","+22.8489"
"2021/4/30 10:05:21","+22.8489"
"2021/4/30 10:05:41","+22.9114"
"2021/4/30 10:06:01","+22.9740"
"2021/4/30 10:06:21","+23.0365"
"2021/4/30 10:06:41","+23.0365"
